Reviewed,Reviewer,Date,Content
142459,105760,Aug 21 2020,"
Short Survey on Decision-Making in Context(~ 5 minutes)
"
142460,135684,Aug 21 2020,"
Short Survey about autonomous vehicle ethics
"
142461,114443,Aug 20 2020,"
Social Media Study ($1.50 / 10 min)(~ 10 minutes)
"
142462,90240,Aug 20 2020,"
Answer a survey about your dining habits
"
142463,114443,Aug 20 2020,"
Collect emails from Youtube channels (Link provided) [10 seconds work] 
"
142464,114443,Aug 20 2020,"
Simple Digital Experience Survey for Medical Guardian (8-10 min)
"
142465,114443,Aug 20 2020,"
Development of the Sexual Authenticity Scale (WARNING: This HIT may contain adult content. Worker discretion is advised.) 
"
142466,64700,Aug 20 2020,"
Short Survey on Decision-Making in Context(~ 5 minutes)
"
142467,131917,Aug 20 2020,"
Short Survey about autonomous vehicle ethics
"
142468,54142,Aug 20 2020,"
Using Character Strengths at Work 2(~ 10 minutes)
"
142469,54142,Aug 20 2020,"
Emphasis in Visualization. 
"
142470,46422,Aug 20 2020,"
Answer a short survey (5 seconds, 2 simple yes/no questions)
"
142471,137432,Aug 20 2020,"
Academic Business Study(~ 20 minutes)
"
142472,10336,Aug 20 2020,"
High-pressure usability task &amp; feedback on a website/app prototype. (~12 minute)
"
142473,77772,Aug 20 2020,"
Share your mindset as an employee
"
142474,10866,Aug 20 2020,"
Answer a survey about robot approach
"
142475,31284,Aug 20 2020,"
Answer a survey about leadership behaviors
"
142476,31284,Aug 20 2020,"
Short Survey on Decision-Making in Context(~ 5 minutes)
"
142477,54142,Aug 20 2020,"
Discussions about current issues (~ 16 minutes)
"
142478,54142,Aug 20 2020,"
Decision Making Game(~ 25 minutes)
"
142479,97765,Aug 20 2020,"
Career Transitions Survey
"
142480,91193,Aug 20 2020,"
Individual finances and Covid19
"
142481,33282,Aug 20 2020,"
Survey about COVID-19 and Government(~ 10 minutes)
"
142482,75272,Aug 20 2020,"
General social attitudes (~ 10 minutes)
"
142483,96716,Aug 20 2020,"
Opinion Expression and Product Evaluation
"
142484,96716,Aug 20 2020,"
Survey about COVID Attitudes and Psychology
"
142485,33279,Aug 20 2020,"
Do you like to play it safe?(~ 20 minutes)
"
142486,112826,Aug 20 2020,"
Experiences of general and sexual mental imagery (WARNING: This HIT may contain adult content. Worker discretion is advised)
"
142487,137363,Aug 20 2020,"
Summarize the contents of an image
"
142488,97765,Aug 20 2020,"
Complete a 2-3 minute research survey for $0.50(~ 3 minutes)
"
142489,97765,Aug 20 2020,"
Survey for $.80(~ 7 minutes)
"
142490,137579,Aug 20 2020,"
A research study about your ability to pay attention
"
142491,56780,Aug 19 2020,"
Survey about yourself, there are some screen questions, American people only
"
142492,114443,Aug 19 2020,"
Entertainment Study
"
142493,114443,Aug 19 2020,"
Answer a survey regarding a picture-story-excercise and a recall task
"
142494,114443,Aug 19 2020,"
Answer a survey about child mental health and economics
"
142495,137486,Aug 19 2020,"
Personality &amp; Work Life
"
142496,22466,Aug 19 2020,"
Label the requested items in the image
"
142497,96716,Aug 19 2020,"
Personality &amp; Work Life
"
142498,8554,Aug 19 2020,"
1 question survey
"
142499,122106,Aug 19 2020,"
View and judge faces! (~15 minutes)(~ 15 minutes)
"
142500,134598,Aug 19 2020,"
Surgical Skill Assessment Survey (Part 1)
"
142501,48883,Aug 19 2020,"
Judgment and Decision Making
"
142502,103420,Aug 19 2020,"
1 question survey
"
142503,115987,Aug 19 2020,"
Decision-making research study with eye-tracking (need webcam and Chrome/Firefox browser)
"
142504,48883,Aug 19 2020,"
Answer a survey about situations encountered in the workplace (~30 min)
"
142505,128861,Aug 19 2020,"
Answer Survey about facial expressions
"
142506,20189,Aug 19 2020,"
Advanced usability task &amp; feedback on a website/app prototype. (~12 minute)
"
142507,103420,Aug 19 2020,"
Banking: List out transactions
"
142508,132814,Aug 19 2020,"
Answer a short survey about your travel and vacation opinions
"
142509,48737,Aug 19 2020,"
Eating Decision Study(~ 4 minutes)
"
142510,48737,Aug 19 2020,"
Going to the Doctor(~ 7 minutes)
"
142511,10866,Aug 19 2020,"
News Viewership Study (Webcam Required)
"
142512,97110,Aug 19 2020,"
Moral, Political Judgments (15 min)
"
142513,103420,Aug 19 2020,"
 Determine the relevance of text to a topic
"
142514,135013,Aug 19 2020,"
Happy quality descriptions of art
"
142515,68432,Aug 19 2020,"
""Job Application Assessments(~ 20 minutes)""
"
142516,97765,Aug 19 2020,"
Consumer survey about food delivery(~ 10 minutes)
"
142517,128774,Aug 19 2020,"
Robot Clarification
"
142518,75272,Aug 19 2020,"
Job Application Assessments(~ 20 minutes)
"
142519,97110,Aug 19 2020,"
Job Application Assessments(~ 20 minutes)
"
142520,4141,Aug 19 2020,"
Answer a survey about your preferred task on MTurk
"
142521,34029,Aug 18 2020,"
Collect Facebook page of a company from a website. (WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
142522,137437,Aug 18 2020,"
Data Submission
"
142523,137508,Aug 18 2020,"
Online Chat Study
"
142524,54142,Aug 18 2020,"
Rate the real-world size of objects
"
142525,122700,Aug 18 2020,"
compensation hit
"
142526,97765,Aug 18 2020,"
Psychology experiment(~ 30 minutes)
"
142527,31284,Aug 18 2020,"
 Prisoner Reentry and Community Engagement in the USA
"
142528,75272,Aug 18 2020,"
Estimation task(~30mins) with bonus($1)(~ 30 minutes)
"
142529,137442,Aug 18 2020,"
Answer a survey about others consumer behaviors
"
142530,27279,Aug 18 2020,"
Short Survey (for desktop or laptop computers only)(~ 5 minutes)
"
142531,103420,Aug 18 2020,"
Answer a survey about others consumer behaviors
"
142532,96716,Aug 18 2020,"
Visualize and make simple sketch. Take phone picture of sketch and email. (~10 mins)
"
142533,13973,Aug 18 2020,"
[up to $3.6 reward for 4 questions] Validate and describe small state changes in the situation
"
142534,96453,Aug 18 2020,"
Same or Different? - 7 mins
"
142535,86717,Aug 18 2020,"
Rate the correctness of sentence
"
142536,96716,Aug 18 2020,"
Short fun  research study(~ 8 minutes)
"
142537,89716,Aug 18 2020,"
Segment a Textbook Page
"
142538,137256,Aug 18 2020,"
Recognizing Situations in a Video
"
142539,89716,Aug 18 2020,"
Awareness of a novel tobacco product
"
142540,89716,Aug 18 2020,"
Hybrid Table/Text Question Answering
"
142541,97765,Aug 18 2020,"
Exercise Study (Part 1)(~ 8 minutes)
"
142542,97765,Aug 18 2020,"
Real-time interaction study with other Turkers 
"
142543,97765,Aug 18 2020,"
Short Screening Survey ($0.75) - Future HITs Possible(~ 5 minutes)
"
142544,97765,Aug 18 2020,"
Decision Making Study 1(~ 15 minutes)
"
142545,103420,Aug 18 2020,"
Same or Different? - 7 mins
"
142546,53868,Aug 18 2020,"
Positive Resources for Coping During the Age of COVID-19
"
142547,97110,Aug 18 2020,"
Are Current Events Affecting Your Sleep Quality? (2-3 min survey)
"
142548,97110,Aug 17 2020,"
Efficacy of Communication Messages Which Encourage Oversea Travel Using Airline Under Threat of COVID-19 Pandemic (1)
"
142549,128154,Aug 17 2020,"
Marketing survey (~5 minutes)
"
142550,126023,Aug 17 2020,"
Answer questions about short videos
"
142551,54142,Aug 17 2020,"
Marketing survey(~ 5 minutes)
"
142552,30907,Aug 17 2020,"
10-minute survey about question verbiage
"
142553,49146,Aug 17 2020,"
10-minute survey about question verbiage 
"
142554,115987,Aug 17 2020,"
Understanding Video-mediated Communication ***Chrome only***
"
142555,33282,Aug 17 2020,"
$6-$48, 50 minute Caltech decision making experiment
"
142556,41240,Aug 17 2020,"
Is this a tech job?
"
142557,114443,Aug 17 2020,"
Short study about cosmetics products(~ 5 minutes)
"
142558,42265,Aug 17 2020,"
Eponymous Legislation 2(~ 20 minutes)
"
142559,35193,Aug 17 2020,"
Eponymous Legislation 2(~ 20 minutes)
"
142560,130647,Aug 17 2020,"
MOBILE ONLY - Click the Interesting Result (15-40 min)
"
142561,30907,Aug 17 2020,"
Personality and Emotions Study(~ 90 minutes)
"
142562,31284,Aug 17 2020,"
Evaluating slogans
"
142563,48883,Aug 17 2020,"
Personality and Emotions Study(~ 90 minutes)
"
142564,137101,Aug 17 2020,"
Reward program design
"
142565,15365,Aug 17 2020,"
View pictures, Comment on pictures, Make judgements (Takes ~45min) 
"
142566,54142,Aug 17 2020,"
US Consumer Grocery Shopping and Consumption Survey 3(~ 7 minutes)
"
142567,54142,Aug 17 2020,"
Job survey (must be employed to participate)(~ 5 minutes)
"
142568,112473,Aug 17 2020,"
View pictures, Comment on pictures, Make judgements (Takes ~45min)
"
142569,54142,Aug 17 2020,"
Estimation task(~30mins) with bonus($1)(~ 30 minutes)
"
142570,5390,Aug 17 2020,"
Survey on emotion, hope, resilience during corona pandemic
"
142571,136944,Aug 17 2020,"
Annotate whether the sentences contain job-skill related information
"
142572,136944,Aug 17 2020,"
What would you say to a smart speaker
"
142573,137101,Aug 17 2020,"
Research Survey
"
142574,118207,Aug 17 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142575,35193,Aug 17 2020,"
personal experience collection and product evaluation (~10 mins)(~ 10 minutes)
"
142576,97765,Aug 17 2020,"
Daily Decision(~ 5 minutes)
"
142577,35193,Aug 17 2020,"
study
"
142578,137385,Aug 17 2020,"
Which of the following would you most likely want to buy based on the way it looks? (1,2,3)
"
142579,137437,Aug 17 2020,"
Type the text from the images, carefully. Productivity and bonuses guaranteed.
"
142580,113751,Aug 17 2020,"
Survey for Americans relating to political, social and personal attitudes
"
142581,114443,Aug 16 2020,"
Review a picture and validate data based on that 
"
142582,90240,Aug 16 2020,"
Check a HIT and say if you will do it and why
"
142583,90240,Aug 16 2020,"
Tell us what you would do!
"
142584,133505,Aug 16 2020,"
To answer a survey about nonprofit organization?셲 solicitation information
"
142585,137432,Aug 16 2020,"
Chat to help improve our bot!
"
142586,137432,Aug 16 2020,"
Answer a survey about new products(~ 7 minutes)
"
142587,65335,Aug 16 2020,"
Predictors of Health-Risk Behaviors 8.13.2020(~ 60 minutes)
"
142588,63839,Aug 16 2020,"
$1.15 7-9min University of Washington Survey for Parents about High School First-Response Training
"
142589,97765,Aug 16 2020,"
Desirability Study 4
"
142590,80922,Aug 16 2020,"
Answer a survey about your attitudes towards a brand
"
142591,5390,Aug 16 2020,"
Collect experiences from LinkedIn
"
142592,97110,Aug 16 2020,"
Survey to understand consumer choice. Take less than 10 minutes.
"
142593,5390,Aug 15 2020,"
Research Project about Team Performance in Agile Software Development
"
142594,5390,Aug 15 2020,"
Survey of Mood and Cognition(~ 15 minutes)
"
142595,5390,Aug 15 2020,"
Give us your opinion about our products
"
142596,54142,Aug 15 2020,"
To answer a survey about nonprofit organization?셲 solicitation information
"
142597,48883,Aug 15 2020,"
To answer a survey about nonprofit organization?셲 solicitation information
"
142598,97765,Aug 15 2020,"
Coronavirus Attitudes and Behaviors(~ 15 minutes)
"
142599,64700,Aug 15 2020,"
To answer a survey about nonprofit organization?셲 solicitation information
"
142600,114947,Aug 15 2020,"
Wildlife Poaching Game
"
142601,90240,Aug 15 2020,"
Answer a survey about your opinions
"
142602,122106,Aug 15 2020,"
Answer a survey about your opinions
"
142603,31284,Aug 15 2020,"
Answer a survey about your opinions
"
142604,10866,Aug 15 2020,"
Answer a survey about text messages 
"
142605,115987,Aug 15 2020,"
Investigating Meaning!(~ 18 minutes)
"
142606,97765,Aug 15 2020,"
Psychology study: play a game and complete a survey (~1 hour)(~ 60 minutes)
"
142607,127388,Aug 15 2020,"
Collect eye tracking data using your iPhone or iPad (~15 minutes) NOTE: iPhone X, XS, 11, 11 Pro or new iPad Pro required.
"
142608,123488,Aug 15 2020,"
Play an online game and answer a survey about it (TOP 50% SCORERS WILL EARN $5.00 IN TOTAL!)
"
142609,64700,Aug 15 2020,"
Answer a survey about international politics
"
142610,64700,Aug 15 2020,"
Survey on news perceptions (20 to 25 min)
"
142611,5390,Aug 15 2020,"
""Modern Video Reviewer"" Create Title Description, Add 5 Keywords, and pick a Category by watching a 5 second video.
"
142612,34904,Aug 15 2020,"
The Effects of Captions on Phone Calls
"
142613,35193,Aug 15 2020,"
Answer a survey about your opinions on Urban Data Platforms
"
142614,68432,Aug 15 2020,"
""Play a stock trading game with bonus pay (~20 minutes for ~$3)""
"
142615,10866,Aug 15 2020,"
Family Caregiver Questionnaires
"
142616,56780,Aug 15 2020,"
Receive advice in an exploration task and earn up to US-$3.60 (in about 15 minutes)
"
142617,5390,Aug 14 2020,"
Read a question and answer pair and make judgement.
"
142618,114443,Aug 14 2020,"
Consumer survey about a new product. 
"
142619,14738,Aug 14 2020,"
Answer questions about a task(~ 10 minutes)
"
142620,58815,Aug 14 2020,"
Answer questions about a task(~ 10 minutes)
"
142621,97765,Aug 14 2020,"
A Survey about Logistics Risk (7-12 mins)
"
142622,97765,Aug 14 2020,"
Opinion on various issues (~5 minutes, $1.00 guaranteed bonus if you pass the attention checks)
"
142623,29514,Aug 14 2020,"
Collect Key Information About Schools
"
142624,97765,Aug 14 2020,"
Consumer survey about a new product. 
"
142625,90240,Aug 14 2020,"
1 minute survey(~ 1 minutes)
"
142626,10866,Aug 14 2020,"
Answer a survey about your experiences at work
"
142627,75272,Aug 14 2020,"
Qualification for text rating HITs with $2.5 - $10 payouts; 4 minutes;Complete a set of tasks on a website and give us feedback. $6 reward, bonus available.
"
142628,50368,Aug 14 2020,"
Innocence Organization Intake Study 
"
142629,120776,Aug 14 2020,"
A survey to test your image memory and to know your life status
"
142630,96716,Aug 14 2020,"
A survey to test your image memory and to know your life status
"
142631,137385,Aug 14 2020,"
A survey to test your image memory and to know your life status
"
142632,13973,Aug 14 2020,"
Cognitive Psychology Survey on Space Perception - 20 min
"
142633,96716,Aug 14 2020,"
15 Minute Psychology Survey ?붋잸ttitudes towards health supplements &amp; Hypothetical auction(~ 15 minutes)
"
142634,131041,Aug 14 2020,"
Innocence Organization Intake Study
"
142635,97110,Aug 14 2020,"
Mark indivisual trees in aerial images 
"
142636,48883,Aug 14 2020,"
10-minute survey about question verbiage 
"
142637,53868,Aug 14 2020,"
Innocence Organization Intake Study 
"
142638,48883,Aug 14 2020,"
Answer a survey about the government's role in income redistribution
"
142639,48883,Aug 14 2020,"
Answer a survey about sharing memories and stories in your family
"
142640,114443,Aug 13 2020,"
Survey about People in Challenging Situations with Others
"
142641,113751,Aug 13 2020,"
Answer a 10-minute survey about reasons for eating certain foods
"
142642,114443,Aug 13 2020,"
Fun Survey
"
142643,96453,Aug 13 2020,"
Advertising Study (~10 minutes)
"
142644,48883,Aug 13 2020,"
Using Character Strengths at Work 1(~ 10 minutes)
"
142645,136881,Aug 13 2020,"
About 3-5 minutes. Answer some simple questions.(~ 4 minutes)
"
142646,56780,Aug 13 2020,"
Understanding COVID-19 Graphs
"
142647,105200,Aug 13 2020,"
Academic research study, basic computerized task - Average reward $2.50.
"
142648,137520,Aug 13 2020,"
FUA Research
"
142649,128154,Aug 13 2020,"
Fun Survey
"
142650,10866,Aug 13 2020,"
BONUS OPPORTUNITY (EARN UP TO $1.00): Psychology Survey: 5-10 minutes
"
142651,108527,Aug 13 2020,"
Evaluate Applicant Answer - (QuestionParagraph)
"
142652,54920,Aug 13 2020,"
Classifying dishes by cuisine with a machine learning model -- payment up to $6.50 ($4.50 for completion)
"
142653,135617,Aug 13 2020,"
Participate in a simple cooking survey - $1.30 for 10 minutes of work(~ 10 minutes)
"
142654,137432,Aug 13 2020,"
Survey for academic research plus working task(~ 18 minutes)
"
142655,137432,Aug 13 2020,"
Get paid to shoot robots and read the news! (iPhone only)
"
142656,97765,Aug 13 2020,"
Your daily experience (2 - 4 min max)(~ 4 minutes)
"
142657,31178,Aug 13 2020,"
Please Give Your Feedback on Questions About Google Search Results
"
142658,134754,Aug 13 2020,"
Type in information as instructed using a DESKTOP or LAPTOP, PHYSICAL KEYBOARD, and MOUSE/TRACKPAD
"
142659,43455,Aug 13 2020,"
Research study on graphical passwords
"
142660,96716,Aug 13 2020,"
Consumer Study(~ 6 minutes)
"
142661,123119,Aug 13 2020,"
Collect Online Ordering Link
"
142662,41256,Aug 13 2020,"
Who Would You Hire?
"
142663,29851,Aug 13 2020,"
Strategy and Language Specification Study (Up to $7.5 for avg 51.2 minutes)
"
142664,96716,Aug 13 2020,"
Short survey on product choice
"
142665,10866,Aug 13 2020,"
We want to know how COVID has affected your life.
"
142666,137253,Aug 13 2020,"
Type in information as instructed using a DESKTOP or LAPTOP, PHYSICAL KEYBOARD, and MOUSE/TRACKPAD
"
142667,79462,Aug 13 2020,"
Type in information as instructed using a DESKTOP or LAPTOP, PHYSICAL KEYBOARD, and MOUSE/TRACKPAD
"
142668,114443,Aug 13 2020,"
Perceptions on prices(~ 5 minutes)
"
142669,114443,Aug 13 2020,"
Mindsets of Mental Illness(~ 15 minutes)
"
142670,48883,Aug 12 2020,"
Mark indivisual trees in aerial images
"
142671,115801,Aug 12 2020,"
Type in information as instructed using a DESKTOP or LAPTOP, PHYSICAL KEYBOARD, and MOUSE/TRACKPAD
"
142672,3187,Aug 12 2020,"
Complex memory task of orientation (Use Chrome to complete the task)
"
142673,22466,Aug 12 2020,"
Complex memory task of orientation (Use Chrome to complete the task)
"
142674,32291,Aug 12 2020,"
Who would you hire?
"
142675,3187,Aug 12 2020,"
Advanced survey &amp; feedback task. (~9 minute
"
142676,67906,Aug 12 2020,"
Who would you hire?
"
142677,106430,Aug 12 2020,"
Watch the video and answer questions
"
142678,54614,Aug 12 2020,"
Who would you hire?
"
142679,15365,Aug 12 2020,"
Chat briefly with a conversational partner?봴p to $7.50 total including bonuses!
"
142680,31284,Aug 12 2020,"
A Short Survey on Online News Consumption 
"
142681,118207,Aug 12 2020,"
Answer a survey about  financial investments
"
142682,96716,Aug 12 2020,"
Understanding visual attributes extracted by Artificial Intelligence \ Machine Learning models   
"
142683,35193,Aug 12 2020,"
Understanding visual attributes extracted by Artificial Intelligence \ Machine Learning models   
"
142684,97765,Aug 12 2020,"
Academic Survey on Judgments and Decisions(~ 10 minutes)
"
142685,96716,Aug 12 2020,"
outdoor clothing shopping survey(~ 2 minutes)
"
142686,89082,Aug 12 2020,"
(New) Psychology Experiment: Find the Hidden Order (&lt; 20 mins, $1.70 - $2.95 bonus, no mobile please)
"
142687,56780,Aug 12 2020,"
Survey for Americans relating to political, social and personal attitudes
"
142688,13973,Aug 12 2020,"
Answer a survey about grocery gift cards
"
142689,103420,Aug 12 2020,"
Mental Simulation of Movies (up to 3$ bonus)(~ 45 minutes)
"
142690,97765,Aug 12 2020,"
Career Striving 
"
142691,134754,Aug 12 2020,"
Research on daily news: Earn 2.00 USD now!
"
142692,10866,Aug 12 2020,"
Answer a survey about your opinions on Candy Crush Saga
"
142693,56780,Aug 12 2020,"
A student learning experience(~ 13 minutes)
"
142694,123119,Aug 12 2020,"
Answer a survey about consumer products
"
142695,63839,Aug 12 2020,"
7-8 min psychology study(~ 8 minutes)
"
142696,35193,Aug 12 2020,"
study
"
142697,75272,Aug 12 2020,"
Social Media Study ($1.50 / 7 min)(~ 7 minutes);Social Media Study ($1.50 / 7 min)(~ 7 minutes);Social Media Study(~ 7 minutes);Social Media Study(~ 7 minutes);Social Media Study(~ 7 minutes)
"
142698,35193,Aug 12 2020,"
A writing task and simple questions(~ 5 minutes)
"
142699,137385,Aug 12 2020,"
Colour experiment ($1.03 - $2.03 bonus)
"
142700,24059,Aug 12 2020,"
Listen to sounds and rate how they make you feel (Batch 01)
"
142701,96716,Aug 12 2020,"
Research survey on judgments
"
142702,137385,Aug 12 2020,"
Annotate whether the sentences contain job-skill related information
"
142703,137253,Aug 12 2020,"
Escoge la mejor fotograf챠a inmobiliaria (por pares)
"
142704,29851,Aug 12 2020,"
Photo Essay and Ad Evaluation(~ 4 minutes)
"
142705,134006,Aug 11 2020,"
Watch the video and answer questions
"
142706,35193,Aug 11 2020,"
Business school case - Read case and answer questions (pilot)(~ 10 minutes)
"
142707,114443,Aug 11 2020,"
A suvey about eSports and sports
"
142708,35193,Aug 11 2020,"
Work study for pre-qualified workers
"
142709,5390,Aug 11 2020,"
 Psychology of Social Issues(~ 20 minutes)
"
142710,30907,Aug 11 2020,"
Cybersecurity Experiments (Part1) ??Screener Survey(~ 5 minutes)
"
142711,133505,Aug 11 2020,"
Answer ~5 About Your Auto Insurance Company
"
142712,47486,Aug 11 2020,"
Short Video-conferences survey(~ 3 minutes)
"
142713,48883,Aug 11 2020,"
Investigation of Effects of Live Replay on Writing
"
142714,98379,Aug 11 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142715,109341,Aug 11 2020,"
Escoge la mejor fotograf챠a inmobiliaria (por pares)
"
142716,126023,Aug 11 2020,"
MOBILE ONLY | Image Search Task | 10-20 Mins | $0.60 Bonus
"
142717,126023,Aug 11 2020,"
Health Survey(~ 25 minutes)
"
142718,137399,Aug 11 2020,"
Click the Interesting Result, 15-40 min, MOBILE ONLY
"
142719,21292,Aug 11 2020,"
Find the arithmetic operations of headline numbers from the passage
"
142720,66688,Aug 11 2020,"
People's Understanding of Machine Learning and How Much it Affects their Lives
"
142721,35193,Aug 11 2020,"
Forecasts and Judgments(~ 35 minutes)
"
142722,49146,Aug 11 2020,"
COVID-19 and Sport (University of Illinois, FLorida State University, &amp; Temple University)
"
142723,10866,Aug 11 2020,"
Survey on Medical Research (35-50 mins; $8.00)
"
142724,80721,Aug 11 2020,"
Click the Interesting Result, 15-40 min, MOBILE ONLY
"
142725,137385,Aug 11 2020,"
Label the ethnicity of people.
"
142726,131910,Aug 11 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142727,103420,Aug 11 2020,"
Watch the video and answer questions
"
142728,62344,Aug 11 2020,"
Review and opinion linking
"
142729,71252,Aug 11 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142730,108527,Aug 11 2020,"
Review a picture and validate data based on that 
"
142731,137385,Aug 11 2020,"
Find the arithmetic operations of headline numbers from the passage
"
142732,96716,Aug 11 2020,"
Unusual word usage detection 3
"
142733,51482,Aug 11 2020,"
Review and Opinion linking 
"
142734,68432,Aug 11 2020,"
""Genetic counseling communication(~ 25 minutes)""
"
142735,128961,Aug 11 2020,"
3 MINUTE SURVEY ABOUT CHILDHOOD AND MONEY(~ 3 minutes)
"
142736,134252,Aug 11 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142737,56633,Aug 11 2020,"
Evaluation of Online Games(~ 20 minutes) 2.00
"
142738,128861,Aug 11 2020,"
Understanding Economic Performance
"
142739,35193,Aug 11 2020,"
 Rate and watch movies &amp; get rewards
"
142740,5390,Aug 11 2020,"
Label the ethnicity of people.
"
142741,97765,Aug 11 2020,"
Thinking style survey(~ 20 minutes)
"
142742,97765,Aug 11 2020,"
FOLLOW-UP: Work@Home - Study on Home Office Work (read requirements carefully!)
"
142743,137341,Aug 11 2020,"
Survey about online ads
"
142744,89082,Aug 11 2020,"
Art experiment ($1.23-$1.73 bonus!)
"
142745,97110,Aug 11 2020,"
Label the ethnicity of people.
"
142746,137494,Aug 11 2020,"
Find email address for the given law fimr
"
142747,53868,Aug 11 2020,"
Survey about behavioural preferences among frontline employees 
"
142748,57142,Aug 10 2020,"
Creating Contradicting Conversation
"
142749,56779,Aug 10 2020,"
A 1.5-minute, 15-cent screener ($1.05 today if you qualify) for 3-part study Mon-Fri: $3.80. (~ 2 minutes)
"
142750,114443,Aug 10 2020,"
Retail part-time workers in grocery or convenient stores, please take this survey! (~ 3mins)
"
142751,114443,Aug 10 2020,"
Survey of motivational orientation and online reviews(~ 10 minutes)
"
142752,10379,Aug 10 2020,"
A 1.5-minute, 50-cent screener ($1.40 today if you qualify) for a 3-part study Mon-Fri: $4.15. (~ 2 minutes)
"
142753,77772,Aug 10 2020,"
Spot the Object Game
"
142754,6555,Aug 10 2020,"
Classify audio clips: bonus compensation for accuracy. Do not use Safari.
"
142755,75272,Aug 10 2020,"
Will a defendant recidivate in two years?
"
142756,17772,Aug 10 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142757,137488,Aug 10 2020,"
Survey about behavioural preferences among frontline employees 
"
142758,90240,Aug 10 2020,"
Survey on Medical Research (35-50 mins; $8.00)
"
142759,51151,Aug 10 2020,"
 6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142760,29422,Aug 10 2020,"
Answer a survey regarding fertility-related knowledge among reproductive-aged women
"
142761,96716,Aug 10 2020,"
Survey for desktop or Laptop users
"
142762,66670,Aug 10 2020,"
answer a survey about consumer experience
"
142763,29851,Aug 10 2020,"
Survey for desktop or Laptop users
"
142764,137236,Aug 10 2020,"
Summarize a news summary
"
142765,6555,Aug 10 2020,"
Relative Plausibility (Qualification Test)
"
142766,10866,Aug 10 2020,"
Answer a survey about your opinions on  hotel staff behavior
"
142767,90240,Aug 10 2020,"
Survey on identity and choice(~ 2 minutes)
"
142768,38768,Aug 10 2020,"
Survey ??GUESSING CALORIES(~ 20 minutes) 
"
142769,77877,Aug 10 2020,"
 6-8 minute survey about your lifestyles
"
142770,97765,Aug 10 2020,"
Answer a survey about the law
"
142771,56633,Aug 10 2020,"
Firm decisions during COVID-19 .60
"
142772,97765,Aug 10 2020,"
Data Skills Assessment Survey(~ 10 minutes)
"
142773,97765,Aug 10 2020,"
Short decision making study(~ 2 minutes)
"
142774,97765,Aug 10 2020,"
Quick 3-5 min survey. Share your views on media and politics. Payment auto-approved in 5 days. WARNING: Offensive/adult language
"
142775,97765,Aug 10 2020,"
Conversations about social issues (~5 min)
"
142776,31178,Aug 10 2020,"
Participate in a research study on the spread of misinformation
"
142777,115987,Aug 10 2020,"
Job Simulation Study(~ 45 minutes)
"
142778,97765,Aug 10 2020,"
Answer a survey about CSR activities.
"
142779,7871,Aug 10 2020,"
Complex usability task &amp; feedback on a website/app prototype. (~10 minute)
"
142780,64246,Aug 10 2020,"
Framing Label Assessment
"
142781,137482,Aug 10 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142782,30884,Aug 10 2020,"
Framing label assessment
"
142783,41256,Aug 10 2020,"
Framing Label Assessment
"
142784,53868,Aug 10 2020,"
answer a survey about consumer experience
"
142785,97765,Aug 10 2020,"
Consumer Product Evaluation(~ 5 minutes)
"
142786,97385,Aug 10 2020,"
 6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142787,108934,Aug 10 2020,"
An Extra Large Top Entry Litter Box
"
142788,28027,Aug 10 2020,"
Answer a survey about consumer products
"
142789,64628,Aug 10 2020,"
Advanced usability task &amp; feedback on a website/app prototype. (~8 minute)
"
142790,72006,Aug 10 2020,"
Advanced usability task &amp; feedback on a website/app prototype. (~8 minute)
"
142791,97110,Aug 09 2020,"
Answer a survey about your daily necessities purchasing experience
"
142792,137396,Aug 09 2020,"
Evaluate Video by Quality
"
142793,35193,Aug 09 2020,"
stop-signal, delay discounting tasks and questionnaires
"
142794,121348,Aug 09 2020,"
Video Emotion Labelling(~ 28 minutes)
"
142795,59047,Aug 09 2020,"
Answer questions about short videos
"
142796,56780,Aug 09 2020,"
Calling all caregivers 
"
142797,57142,Aug 09 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142798,97765,Aug 09 2020,"
Estimation task(~30mins) with bonus($1)(~ 30 minutes)
"
142799,85504,Aug 09 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142800,42910,Aug 09 2020,"
Would this website be able to supply the requested service?
"
142801,57861,Aug 09 2020,"
Answer a survey regarding fertility-related knowledge among reproductive-aged women
"
142802,35193,Aug 09 2020,"
Data Analysis Survey
"
142803,90240,Aug 09 2020,"
Collect data from 17-18th century book titles
"
